crop,species,ECO_CODE,ECO_NAME,province,X,garden,variant,latitude,longitude,country,IUCNRedList,geometry,
Pawpaw,Asimina triloba,NA,NA,NA,948,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Pawpaw,Asimina triloba,NA,NA,NA,950,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Pawpaw,Asimina triloba,NA,NA,NA,951,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Pawpaw,Asimina triloba,NA,NA,NA,952,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Pawpaw,Asimina triloba,NA,NA,NA,955,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA,NA,NA,957,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,958,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,959,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,960,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,961,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA,NA,NA,962,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,963,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,964,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,965,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,966,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,967,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA,NA,NA,968,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,969,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,970,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,971,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,972,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,973,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,974,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,975,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,977,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,978,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,979,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA,NA,NA,980,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA,NA,NA,981,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,982,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,983,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA,NA,NA,984,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,985,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,986,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,987,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,989,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,990,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,991,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,992,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,993,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,994,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,996,University of Guelph Arboretum,,43.18109922,-79.31793829,Canada,NA,c(-79.31793829, 43.18109922)
Birch,Betula lenta,NA,NA,NA,997,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA,NA,NA,999,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,1000,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula lenta,NA,NA,NA,1001,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula lenta,NA0404,Great Lakes,Ontario,1002,University of Guelph Arboretum,,43.181099,-79.317938,Canada,NA,c(-79.317938, 43.181099)
Birch,Betula occidentalis,NA,NA,NA,1006,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Birch,Betula occidentalis,NA,NA,NA,1007,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1008,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA,NA,NA,1009,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1011,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1013,University of Guelph Arboretum,,42.03766517,-82.89681476,Canada,NA,c(-82.89681476, 42.03766517)
Hickory,Carya glabra,NA,NA,NA,1014,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1015,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1016,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1018,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1019,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1020,University of Guelph Arboretum,,42.03766517,-82.89681476,Canada,NA,c(-82.89681476, 42.03766517)
Hickory,Carya glabra,NA,NA,NA,1021,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1022,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1023,University of Guelph Arboretum,,42.03680496,-82.89437297,Canada,NA,c(-82.89437297, 42.03680496)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1024,University of Guelph Arboretum,,42.03766517,-82.89681476,Canada,NA,c(-82.89681476, 42.03766517)
Hickory,Carya glabra,NA0404,Great Lakes,Ontario,1025,University of Guelph Arboretum,,42.03766517,-82.89681476,Canada,NA,c(-82.89681476, 42.03766517)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1026,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1027,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1028,University of Guelph Arboretum,,42.019375,-82.85883,Canada,NA,c(-82.85883, 42.019375)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1029,University of Guelph Arboretum,,42.669716,-81.73465,Canada,NA,c(-81.73465, 42.669716)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1030,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1031,University of Guelph Arboretum,,42.669716,-81.73465,Canada,NA,c(-81.73465, 42.669716)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1032,University of Guelph Arboretum,,42.019375,-82.85883,Canada,NA,c(-82.85883, 42.019375)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1033,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA,NA,NA,1034,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1035,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1036,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1037,University of Guelph Arboretum,,42.634156,-81.658614,Canada,NA,c(-81.658614, 42.634156)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1038,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1039,University of Guelph Arboretum,,42.019375,-82.85883,Canada,NA,c(-82.85883, 42.019375)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1040,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1041,University of Guelph Arboretum,,42.254959,-82.988173,Canada,NA,c(-82.988173, 42.254959)
Hickory,Carya laciniosa,NA,NA,NA,1042,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1043,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1044,University of Guelph Arboretum,,42.254959,-82.988173,Canada,NA,c(-82.988173, 42.254959)
Hickory,Carya laciniosa,NA,NA,NA,1045,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1046,University of Guelph Arboretum,,42.634156,-81.658614,Canada,NA,c(-81.658614, 42.634156)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1047,University of Guelph Arboretum,,42.634156,-81.658614,Canada,NA,c(-81.658614, 42.634156)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1048,University of Guelph Arboretum,,42.664369,-81.566194,Canada,NA,c(-81.566194, 42.664369)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1049,University of Guelph Arboretum,,42.019375,-82.85883,Canada,NA,c(-82.85883, 42.019375)
Hickory,Carya laciniosa,NA,NA,NA,1050,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya laciniosa,NA,NA,NA,1051,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya laciniosa,NA0404,Great Lakes,Ontario,1052,University of Guelph Arboretum,,42.634156,-81.658614,Canada,NA,c(-81.658614, 42.634156)
Hickory,Carya ovata,NA0404,Great Lakes,Ontario,1053,University of Guelph Arboretum,,42.55429273,-81.60661322,Canada,NA,c(-81.60661322, 42.55429273)
Hickory,Carya ovata,NA,NA,NA,1054,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hickory,Carya ovata,NA,NA,NA,1057,University of Guelph Arboretum,,44.21630812,-82.69749137,Canada,NA,c(-82.69749137, 44.21630812)
Hickory,Carya ovata,NA0404,Great Lakes,Ontario,1058,University of Guelph Arboretum,,42.55429273,-81.60661322,Canada,NA,c(-81.60661322, 42.55429273)
Hickory,Carya ovata,NA0404,Great Lakes,Ontario,1059,University of Guelph Arboretum,,42.55429273,-81.60661322,Canada,NA,c(-81.60661322, 42.55429273)
Hickory,Carya ovata,NA0404,Great Lakes,Ontario,1060,University of Guelph Arboretum,,42.55429273,-81.60661322,Canada,NA,c(-81.60661322, 42.55429273)
Hickory,Carya ovata,NA0404,Great Lakes,Ontario,1061,University of Guelph Arboretum,,42.55429273,-81.60661322,Canada,NA,c(-81.60661322, 42.55429273)
Hickory,Carya ovata,NA,NA,NA,1063,University of Guelph Arboretum,,44.21630812,-82.69749137,Canada,NA,c(-82.69749137, 44.21630812)
Hickory,Carya ovata,NA0404,Great Lakes,Ontario,1064,University of Guelph Arboretum,,42.55429273,-81.60661322,Canada,NA,c(-81.60661322, 42.55429273)
Chestnut,Castanea dentata,NA,NA,NA,1065,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1066,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1072,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1074,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1075,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1076,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1080,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1082,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1105,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1112,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1115,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1116,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1117,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1130,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1133,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1138,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1140,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1141,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1145,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1149,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1153,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1158,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1164,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1167,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1170,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1180,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1181,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1186,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1193,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1195,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1198,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1200,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1201,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1202,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1203,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1204,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1205,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1213,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1216,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1219,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1224,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1226,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1233,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1236,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1238,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1240,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1247,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1253,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1254,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1258,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1260,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1267,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1272,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1278,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1280,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1284,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1303,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1305,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1316,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Chestnut,Castanea dentata,NA,NA,NA,1317,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1321,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1322,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1323,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1324,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1325,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1326,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1327,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1328,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1329,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1330,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1331,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1332,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1333,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1334,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1335,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA0404,Great Lakes,Ontario,1336,University of Guelph Arboretum,,43.46651375,-79.90962041,Canada,NA,c(-79.90962041, 43.46651375)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1337,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1338,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1339,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1340,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1341,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1342,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1343,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA0404,Great Lakes,Ontario,1344,University of Guelph Arboretum,,43.46651375,-79.90962041,Canada,NA,c(-79.90962041, 43.46651375)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1345,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA0404,Great Lakes,Ontario,1346,University of Guelph Arboretum,,42.70463991,-81.61540113,Canada,NA,c(-81.61540113, 42.70463991)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1347,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1348,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Ornamental Hackberry,Celtis occidentalis,NA,NA,NA,1349,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1350,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1351,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1352,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1353,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1354,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1355,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1358,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1360,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1361,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1363,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1364,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1366,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1376,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1381,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
Hazelnut,Corylus americana,NA,NA,NA,1382,University of Guelph Arboretum,,NA,NA,Canada,NA,c(NA, NA)
